Modifications in Master Proteins,Comparison 1: Group 1 Mean,Comparison 1: Group 2 Mean,Comparison 1: Group 1 v. Group 2 Log2 Fold Change,Comparison 1: Group 1 v. Group 2 P-value,Comparison 1: Group 1 v. Group 2 FDR-adj. P-value,Comparison 1: Group 1 Missing Values,Comparison 1: Group 2 Missing Values,Comparison 1: Group 1 Imputed Values,Comparison 1: Group 2 Imputed Values,Comparison 2: Group 1 Mean,Comparison 2: Group 2 Mean,Comparison 2: Group 1 v. Group 2 Log2 Fold Change,Comparison 2: Group 1 v. Group 2 P-value,Comparison 2: Group 1 v. Group 2 FDR-adj. P-value,Comparison 2: Group 1 Missing Values,Comparison 2: Group 2 Missing Values,Comparison 2: Group 1 Imputed Values,Comparison 2: Group 2 Imputed Values,Sample 126,Sample 127C,Sample 127N,Sample 128C,Sample 128N,Sample 129C,Sample 129N,Sample 130C,Sample 130N,Sample 131C,Sample 131N
Q3UH68 1xPhospho [S177(99.8)],15.11638979288889,15.058384903493618,0.058004889395272485,0.8793709614024936,0.971441852660447,0 / 6,0 / 5,0 / 6,0 / 5,14.620084732501356,15.653950975958656,-1.0338662434573003,4.1879714393982085e-05,0.00020235338637092278,0 / 6,0 / 5,0 / 6,0 / 5,14.910752238178109,15.589843116824138,14.898267608796743,14.683124677112517,15.80140601263607,15.634684559807578,14.69412139979828,14.353065014852568,15.716952039967056,15.526869150558433,14.181177456269936
P70459 1xPhospho [S185(99.9)],15.569906857602009,15.679611833589101,-0.10970497598709272,0.6755079895106237,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.866123252824472,15.324152159322143,0.5419710935023296,0.015385395976018765,0.019495710097062996,0 / 6,0 / 5,0 / 6,0 / 5,15.658313726806115,15.666269815984032,15.602128129292147,15.724762238882573,15.588746093091338,15.467032013235148,15.954310294367502,16.09825156225308,15.0939010858491,14.804811788451104,16.158973565345416
S4R1M9 1xPhospho [S32(100)],18.082635425552937,18.14852441459613,-0.06588898904319507,0.7706099268829617,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,18.405896791477414,17.76061077548676,0.6452860159906528,2.8254402618637005e-07,4.789352837323059e-06,0 / 6,0 / 5,0 / 6,0 / 5,18.321592676595134,17.774730342186828,18.334298436907098,18.402644804643614,17.645433845131635,17.858771626963115,18.543290301082735,18.393142959064516,17.779187919287807,17.744930143864405,18.440411570571374
Q8BWW4 1xPhospho [S69(100)],15.248110720488524,15.130672506479161,0.11743821400936305,0.5402359718562152,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.986096916229998,15.44508907158939,-0.4589921553593914,0.002436668486480685,0.00458274294486672,0 / 6,0 / 5,0 / 6,0 / 5,15.272919138694194,15.585634171169042,15.174506727770714,14.890871229145924,15.500452209698157,15.326363513868468,14.95226966488118,15.000784920298551,15.400904113456324,15.41209134975496,14.625229816589426
Q8VE92 1xPhospho [S86(100)],15.906773194139603,15.87585578326067,0.030917410878933183,0.5785062935269222,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.872376942089106,15.917131285721265,-0.044754343632158466,0.4164751125310783,0.43852878447773413,0 / 6,0 / 5,0 / 6,0 / 5,15.849749916082208,15.85968432481266,15.77127556109577,16.02314726602029,16.002513169467697,15.879449147307572,15.931518866048464,15.915548632256282,15.930949908659793,15.913059878358604,15.743021411031624
P59110 1xPhospho [S57(96.7)],16.270794656573027,16.13417433328217,0.13662032329085605,0.034124565436714445,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.149072486029173,16.280240937934792,-0.13116845190561932,0.044497860744097596,0.05175566705219,0 / 6,0 / 5,0 / 6,0 / 5,16.15605755687495,16.334850995508535,16.11103968739552,16.174025140268572,16.24272613326401,16.25593087404206,16.08712137603949,16.346670447891555,16.21046376200688,16.357232924852475,16.019520707704956
Q80YS6 1xPhospho [S712(99.9)],17.16688011344611,17.238590543668277,-0.0717104302221685,0.7933917728749152,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.84926265737688,17.619731490951356,-0.7704688335744763,2.1474171723170758e-06,2.0003868073656365e-05,0 / 6,0 / 5,0 / 6,0 / 5,16.757111837639222,17.548645164425203,17.03850778580169,16.754994128989114,17.605653909627215,17.667766473508138,16.868372130438892,16.6567545720433,17.660583403124548,17.616008504071672,17.01983548934905
Q91YD9 1xPhospho [S426(99.8)],16.518335497719256,16.45733497089887,0.06100052682038637,0.5819247114320218,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.610296470188477,16.346981803935805,0.26331466625267197,0.002666359279883732,0.004828398415761434,0 / 6,0 / 5,0 / 6,0 / 5,16.658601177783474,16.470752184553078,16.50819134424315,16.80633280707442,16.26363742482947,16.287540240862366,16.665252820449044,16.50415015247026,16.33034274586217,16.38263642357194,16.519250519110507
Q99N57 1xPhospho [T640(99.3)],19.34686993528926,19.305031797984064,0.04183813730519503,0.7205266146560337,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,19.224881088645116,19.451418413957036,-0.22653732531192006,0.026691315294556196,0.03194307872056841,0 / 6,0 / 5,0 / 6,0 / 5,18.98502253324804,19.517276321614293,19.311453254103416,19.141349782572412,19.238386134208795,19.56785959608505,19.32880440597429,19.291891223885862,19.35574986354715,19.5778201543299,19.290765332086668
Q5XJV7 1xPhospho [T903(92.4)],14.576543737457593,14.214214293312557,0.3623294441450362,0.5059751454448156,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.804987846024583,15.140081363032172,-1.3350935170075893,0.001607052258341157,0.0034687978801570657,0 / 6,0 / 5,0 / 6,0 / 5,14.610813680355992,15.203484787126596,14.29422216100046,13.60024261957153,15.205974572314943,15.195000095492132,13.783484131352166,13.852231286649817,15.09845740467768,14.9974899555495,12.688933197217535
Q6ZPZ3 1xPhospho [T1298(92.9)],14.410116967932831,14.073173630978644,0.336943336954187,0.5085557099401571,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.706601001117917,14.917392791156544,-1.210791790038627,0.0028767912488200723,0.00511751909577436,0 / 6,0 / 5,0 / 6,0 / 5,14.57082666430952,14.976323728481448,14.29339020730662,13.540513003202694,15.030710509674543,14.969535863662404,13.416609883748237,13.67679381621436,14.883685122237742,14.726708731726577,12.741472431926075
Q8K2R5 1xPhospho [T45(100)],16.892214756442506,16.884556545948698,0.007658210493808326,0.9093198559965343,0.975349306120764,0 / 6,0 / 5,0 / 6,0 / 5,16.816387272921464,16.97554952617395,-0.1591622532524859,0.00245741629230305,0.004594879649622701,0 / 6,0 / 5,0 / 6,0 / 5,16.839574068825996,16.914170111896567,16.82780004325265,16.817025873225273,17.10067490137276,17.011139534857094,16.731072513904536,16.826616136862537,16.90700026975577,16.944762812987566,16.856235001457783
Q6P2L6 1xPhospho [T642(81.7)],14.313188178631096,14.146496750585587,0.16669142804550852,0.6988473769776902,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.766369761078282,14.80267885164896,-1.0363090905706773,0.0019676559280021127,0.003965996548838566,0 / 6,0 / 5,0 / 6,0 / 5,14.57083999648729,14.857632832178895,14.190996241438452,13.371864018640116,14.971160140523418,14.820310127758573,13.544629290675209,13.695630545812977,14.8014396068752,14.562851550908714,13.224258473415649
Q6PAC4 1xPhospho [T646(100)],15.826148131283281,15.52830010030174,0.297848030981541,0.6705065671801793,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.785837897271556,16.776672381115812,-1.9908344838442567,8.644857272036966e-07,1.059478279733544e-05,0 / 6,0 / 5,0 / 6,0 / 5,14.95754049325236,16.732638202601294,15.172172664570605,14.506629640420504,16.5732721641246,16.922128753587252,14.954694782754412,14.883810582386625,16.701181669814265,16.954141115451648,14.240179220244826
P62192 1xPhospho [T56(100)],14.382824063400408,14.093893527248657,0.2889305361517511,0.5898200454221272,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.696773607765133,14.917154074010986,-1.220380466245853,0.005208943451081066,0.007863761216082128,0 / 6,0 / 5,0 / 6,0 / 5,14.547477794537835,15.003537977115869,14.38055259452693,13.40163103808009,15.03093294141347,14.969616602200349,13.64610501836787,13.678503682181653,14.885505563038592,14.69617728628666,12.52637151889642
Q8BHD8 1xPhospho [T307(86.4)],14.611521204330545,14.269492254275852,0.3420289500546936,0.41684668268820735,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.015775052579734,14.984387636376827,-0.9686125837970927,0.005290247627449334,0.007904791975119382,0 / 6,0 / 5,0 / 6,0 / 5,14.744369599546102,15.07461091332388,14.43955292148383,13.842475860671769,15.129742455229716,15.065733117328993,13.83757583325262,14.137580422704298,14.847494383593316,14.80435731240823,13.09309567781978
Q60751 1xPhospho [T1372(99.6)],14.46410971723566,14.065193726249614,0.3989159909860458,0.43742372123687434,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.734051005848057,14.941264179914736,-1.2072131740666787,0.0037260020084844856,0.006048172804981096,0 / 6,0 / 5,0 / 6,0 / 5,14.540482812014671,15.01747645062568,14.25198165115784,13.820187424726832,15.088458412106402,14.921572798113578,13.466511731825053,13.736607465968325,14.930481886763152,14.748331351964874,12.588534949395628
Q9QZQ1 2xPhospho [S1211(99.9); S/T/Y],15.814504696144013,15.748413900455072,0.06609079568894138,0.37713748592915786,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.744362249790582,15.832584836079196,-0.08822258628861412,0.22942284433020566,0.24918405571158891,0 / 6,0 / 5,0 / 6,0 / 5,15.97466591490769,15.855406401399534,15.758019607098184,15.694380634116314,15.963058690128536,15.843973813184393,15.703424719481172,15.684680001829427,15.666563864256776,15.833921411426736,15.651002621310695
Q2WF71 2xPhospho [S641(96.7); T/S],14.104668720891004,13.671753476668934,0.4329152442220696,0.5177907092473394,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.242046033549641,14.706900701478569,-1.4648546679289272,0.009109255160194264,0.01244249648037103,0 / 6,0 / 5,0 / 6,0 / 5,14.361872762486303,14.819827607618022,14.006013217809288,12.800345903040794,14.83059949240559,14.711295938671888,13.253631073448778,13.424643276352043,14.662753631520369,14.510026837176976,11.60576996816064
P59808 2xPhospho [T116(99.7); S],15.051789757956103,14.867451378971818,0.1843383789842843,0.6427528890034848,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.511071271705267,15.516313562472822,-1.005242290767555,0.0006565552219712303,0.001824941127737237,0 / 6,0 / 5,0 / 6,0 / 5,15.075640296362264,15.4808381362604,14.940500162344655,14.308012491286084,15.597464336127365,15.556318135455296,14.3432341380669,14.48938977475514,15.546407490903617,15.40053971361744,13.909650767416547
O88627 1xPhospho [S11(96.5)],15.264007881296614,14.89045879193379,0.3735490893628235,0.43414979595771497,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.492882972745436,15.8158086821952,-1.3229257094497644,2.9035732444752143e-05,0.0001474518683040214,0 / 6,0 / 5,0 / 6,0 / 5,15.038531797155386,15.776838822220505,14.587308279062206,14.488633522670638,15.904572759707612,15.87078158292702,14.329591370081086,14.612636321502102,15.730225004816832,15.796625241304024,13.900596546001209
B2RRD7 1xPhospho [S858(96.5)],15.068185978377139,14.983624893907637,0.08456108446950239,0.5387514792435022,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.902358994309802,15.182617274788441,-0.2802582804786393,0.01867860719312322,0.022965136548976705,0 / 6,0 / 5,0 / 6,0 / 5,15.15729259380536,15.230582734015467,15.091884151405488,14.873489863419913,15.290063503515343,15.264657660036168,14.825653854448534,14.834981616393696,15.079671073782992,15.048111402592236,14.630851886385829
Q6DFW4 1xPhospho [S521(100)],14.899381736923038,14.573359457515798,0.3260222794072405,0.5085728069766926,0.9642740717748706,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",14.162964656602318,15.457059953900664,-1.2940952972983464,0.00026448480400093326,0.0009025653047424587,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",14.752689146086484,15.520955150106936,14.55287014347573,14.155503905837785,15.482991238974432,15.427487857560296,14.125740603615489,14.068846199112706,15.383057360027625,15.470808162834034,13.32213794148572
Q6DFW4 2xPhospho [S509(100); S521(100)],15.580388096880647,15.372033482028229,0.2083546148524178,0.48502370326650546,0.9642740717748706,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",15.098724666850558,15.950029598064333,-0.8513049312137753,1.8275501264312715e-06,1.8346474084756648e-05,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",15.177360838495607,15.976396826978652,15.24636039922025,15.0654000460853,15.892865021073804,16.020224541275002,14.82156335219762,15.199918631119631,15.817633903664518,16.043027697329695,15.08174473398494
A2AJK6 1xPhospho [S2945(77)],14.805989478971817,14.478641963794525,0.32734751517729244,0.5512300880450329,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.99544911878411,15.451290396019772,-1.4558412772356615,0.00016863174403526887,0.0006249649581808889,0 / 6,0 / 5,0 / 6,0 / 5,14.711695761984313,15.52504597475851,14.5330406407146,13.80843397765674,15.509494375236851,15.52824609535642,13.545022599873864,13.920492956309388,15.351643426981546,15.342022107765526,13.45400877616576
Q8K296 1xPhospho [T611(100)],15.961351557794876,15.88240841430951,0.07894314348536646,0.5916043301460958,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.743661169457122,16.143636880314812,-0.39997571085769046,4.9104284521933774e-05,0.00023079013725308873,0 / 6,0 / 5,0 / 6,0 / 5,15.83742276327096,16.158012418605583,15.851774894377597,15.677219924587714,16.048436344824644,16.218244170119654,15.624688747852618,15.805429757375787,16.221711155214624,16.071780312809555,15.665430929278058
Q9QUG9 1xPhospho [T12(95.5)],15.420330858999492,15.290124918462519,0.13020594053697288,0.7480283795807452,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.847390938697808,15.977652822824538,-1.13026188412673,5.935795210858147e-06,4.384008748590946e-05,0 / 6,0 / 5,0 / 6,0 / 5,15.262986367419012,15.952803891341626,15.025932390739616,14.559631334891508,16.00907409802942,16.036800066981428,14.86609794361842,14.72152714732668,15.901349711733513,15.9882363460367,14.648170448191625
Q5U5Q9 1xPhospho [S665(100)],15.303808887329133,15.042120069151304,0.26168881817782896,0.31271535854444116,0.9642740717748706,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",14.88307433564274,15.547001531174974,-0.6639271955322332,0.000871163583701596,0.0022519578638686257,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",15.27051105295721,15.61916431963863,15.052573025589444,14.845352502900363,15.606035038718838,15.601672082071683,14.680734249673902,15.00023508178834,15.422217930827154,15.485918284618558,14.449040100947183
Q9ES00 1xPhospho [S105(100)],17.276465132584978,17.34411447292512,-0.06764934034014303,0.6959616640484786,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.521548654397403,17.05001424675021,0.47153440764719434,3.519612965228988e-05,0.00017496537529071028,0 / 6,0 / 5,0 / 6,0 / 5,17.34340110240112,17.065138155211606,17.506915244337833,17.575914804947203,16.977176749639835,17.060319319195422,17.592111732943785,17.439875869306682,16.973295465256378,17.17414154444781,17.671073172447784
Q8K2A7 1xPhospho [S382(98.6)],16.193730610478195,16.170319451838193,0.023411158640001872,0.7077268599872139,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.251408524061286,16.101105955538486,0.15030256852280033,0.001929422429772802,0.003922925316629763,0 / 6,0 / 5,0 / 6,0 / 5,16.271763354210556,16.130885024477344,16.306726347583947,16.31312515846868,16.068652333342552,16.110753371382508,16.248347304790418,16.16539679242361,16.02477908658354,16.17045996190649,16.20309218689052
E9Q5G3 1xPhospho [S160(100)],15.224613672965901,15.014384342973539,0.21022932999236232,0.46948498206597655,0.9642740717748706,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",14.778076886917729,15.550228486231344,-0.7721515993136148,0.00018569396218541157,0.0006785556237102603,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",15.122493660426509,15.566395469127157,15.063896590536244,14.84345771090557,15.517944726827844,15.581659369033058,14.540553595358,14.66628509545173,15.51775213331729,15.567390732851386,14.431774668828329
Q4VBD9 1xPhospho [S265(100)],14.253742189612245,13.81591525329048,0.4378269363217644,0.5068431268918735,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.405614532990045,14.83366844123712,-1.4280539082470742,0.010378164753427564,0.013864369967757235,0 / 6,0 / 5,0 / 6,0 / 5,14.3915879957566,14.85674453940289,14.05872548262272,13.03119635933029,14.99199830872811,14.834175590078498,13.5917452602651,13.713491929063697,14.790167043934606,14.695256724041494,11.646940170901876
Q8CGM1 1xPhospho [S1219(100)],15.40550398219794,15.28089559641848,0.1246083857794602,0.6598786523198249,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.989830327628743,15.779703981901516,-0.7898736542727729,7.250606048416642e-06,4.964984539114442e-05,0 / 6,0 / 5,0 / 6,0 / 5,15.228816363202933,15.688653252629356,15.152108254107803,14.976076474850446,15.82412353622168,15.748106464282072,14.898247930925628,14.967325488214794,15.813590806366436,15.824045850008035,14.71640745447086
Q923J1 1xPhospho [S1403(86.1)],14.879069517732262,14.685946237294303,0.193123280437959,0.5748226716718514,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.407157410895481,15.252240765498438,-0.8450833546029575,0.0014370463645597194,0.0032093000884551833,0 / 6,0 / 5,0 / 6,0 / 5,14.969190987684389,15.291984765661148,14.76674896778105,14.234735431252462,15.37251328632448,15.24484759961615,14.260993653737197,14.379008920053874,15.197208773764867,15.15464940212554,13.832266504863926
Q3U3C9 2xPhospho [S826(100); S828(100)],16.53895056820982,16.64537018249459,-0.10641961428477131,0.7582296321137298,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.040831436680346,16.043113140329957,0.9977182963503886,2.448090112069174e-08,9.37527842918343e-07,0 / 6,0 / 5,0 / 6,0 / 5,17.016962961078246,16.082873729972302,16.929501598663077,17.041208262010656,16.115416909090598,16.15807220959766,17.0666019517383,17.02280031269887,15.947416919088049,15.911785933901184,17.16791353389293
Q9ES00 1xPhospho [S105(99.6)],18.723903999011448,18.804418023327724,-0.08051402431627608,0.7942721964337373,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,19.152313281861357,18.290326883907834,0.8619863979535225,4.853428008167603e-06,3.693641210648983e-05,0 / 6,0 / 5,0 / 6,0 / 5,18.999017934796285,18.30439863524511,18.84874623761738,19.278473115816972,18.2003434223835,18.278993427790123,19.26519865089598,19.176062168202023,18.361420221902268,18.306478712218183,19.34638158383951
